"RespondentId"	"living_situation"	"rent_mo"	"util_mo"	"food_mo"	"transp_mo"	"healthCare_mo"	"household_items_mo"	"take_loans"	"recieve_fin_support"	"provide_fin_support"	"expenditures_exceed_income"	"mental_health_stipend_impact"	"food_insecurity"	"residency_status"	"is_otherRace"	"is_other"	"parental_education"	"Race"	"Sex_Gen"
"389"	96302334	"I live with my spouse/partner."	"$700-$900"	"$50-$100"	"$300-$400"	"Less than $100"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"390"	96302343	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"391"	96302367	"I live alone."	"$700-$900"	"More than $150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender man"
"392"	96302379	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"Black"	NA
"393"	96302390	"I live with roommates."	"$700-$900"	"$50-$100"	"$700-$800"	"$300-$400"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"394"	96302421	"I live alone."	"$700-$900"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"A few times a month"	"Once in a while"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"395"	96302477	"I live with roommates."	"$500-$700"	"$50-$100"	"Less than $200"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"396"	96302485	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"397"	96302507	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$800-$900"	"$300-$400"	"$100-$200"	"$150-$200"	"Yes"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Other BIPOC"	NA
"398"	96302514	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"399"	96302518	"I live with roommates."	"$700-$900"	"$100-$150"	"$300-$400"	"$200-$300"	"$400-$500"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"400"	96302535	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$900-$1000"	"$200-$300"	"$100-$200"	"$150-$200"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	NA
"401"	96302538	"I live alone."	"$700-$900"	"More than $150"	"$700-$800"	"More than $400"	"$300-$400"	"More than $200"	"Yes"	"No"	"No"	"No"	"A few times a week"	"A few times a month"	"Domestic"	""	"Other"	"Bachelor's degree"	"White"	NA
"402"	96302543	"I live alone."	"$700-$900"	"$100-$150"	"Less than $200"	"Less than $100"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	"Other"	"Master's degree"	"White"	"Cisgender woman"
"403"	96302565	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"404"	96302580	"I live with roommates."	"$700-$900"	"$100-$150"	"$700-$800"	"$100-$200"	"More than $500"	"$150-$200"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Daily"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"405"	96302584	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"406"	96302586	"I live with roommates."	"$700-$900"	"I don't spend any money on utilities."	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"407"	96302601	"I live with roommates."	"$700-$900"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"408"	96302605	"I live alone."	"Less than $500"	"More than $150"	"$200-$300"	"$200-$300"	"$100-$200"	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Primary school education"	"White"	"Cisgender woman"
"409"	96302656	"I live with roommates."	"$900-$1100"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"Yes"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"410"	96302665	"I live alone."	"$900-$1100"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"411"	96302668	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"412"	96302687	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"413"	96302689	"I live with roommates."	"$500-$700"	"Less than $50"	"$200-$300"	"Less than $100"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"Yes"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"414"	96302717	"I live with my parents/guardians."	"$700-$900"	"$100-$150"	"$300-$400"	"$200-$300"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"415"	96302738	"I live alone."	"$700-$900"	"$100-$150"	"$200-$300"	"Less than $100"	"$100-$200"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Some secondary school education"	"White"	"Cisgender man"
"416"	96302746	"I live with roommates."	"$900-$1100"	"$100-$150"	"$400-$500"	"Less than $100"	"$200-$300"	"$100-$150"	"No"	"No"	"No"	"No"	"A few times a month"	"Daily"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"417"	96302749	"I live alone."	"$900-$1100"	"More than $150"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender man"
"418"	96302776	"I live alone."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"419"	96302851	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"More than $1000"	"More than $400"	"$200-$300"	"More than $200"	"No"	"No"	"Yes"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"420"	96302862	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender woman"
"421"	96302878	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"More than $1000"	"$200-$300"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"422"	96302882	"I live alone."	"$1100-$1300"	"$50-$100"	"$500-$600"	"$200-$300"	"$200-$300"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"423"	96302890	"I live with roommates."	"$1100-$1300"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"A few times a month"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"424"	96302902	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	"Other"	"Bachelor's degree"	"White"	NA
"425"	96302910	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Daily"	"Daily"	""	""	"Other"	"Bachelor's degree"	"Asian"	NA
"426"	96302920	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$400-$500"	"$200-$300"	"Less than $100"	"$100-$150"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"427"	96302945	"I live alone."	"$700-$900"	"$50-$100"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	NA
"428"	96302950	"I live with roommates."	"$700-$900"	"$100-$150"	"$300-$400"	"$200-$300"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"429"	96302956	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"$300-$400"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a week"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	NA
"430"	96302968	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"431"	96302978	"I live with roommates."	"$500-$700"	"Less than $50"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Never"	"International"	""	""	"Master's degree"	"White"	"Cisgender woman"
"432"	96302992	"I live alone."	"More than $1300"	"Less than $50"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"433"	96302995	"I live with roommates."	"$700-$900"	"$50-$100"	"Less than $200"	"Less than $100"	"$100-$200"	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"Daily"	"A few times a week"	"International"	""	""	"Secondary school education (high school degree)"	"Black"	NA
"434"	96303002	"I live alone."	"$700-$900"	"More than $150"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"435"	96303007	"I live alone."	"More than $1300"	"More than $150"	"$500-$600"	"More than $400"	"Less than $100"	"More than $200"	"Yes"	"No"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"436"	96303014	"I live alone."	"$900-$1100"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"437"	96303026	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$800-$900"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"438"	96303036	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"Less than $100"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"Never"	"International"	""	""	"Bachelor's degree"	"Black"	"Cisgender man"
"439"	96303049	"I live alone."	"$900-$1100"	"More than $150"	"$500-$600"	"More than $400"	"$200-$300"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"440"	96303055	"I live alone."	"$1100-$1300"	"$100-$150"	"$700-$800"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"441"	96303060	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"442"	96303104	"I live alone."	"$700-$900"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"443"	96303109	"I live with my spouse/partner."	"$1100-$1300"	"I don't spend any money on utilities."	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"International"	"Other"	""	"Bachelor's degree"	"Middle Eastern"	"Cisgender woman"
"444"	96303114	"I live alone."	"More than $1300"	"More than $150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"Domestic"	""	""	"Doctorate degree"	"Asian"	"Cisgender woman"
"445"	96303126	"I live alone."	"$900-$1100"	"$100-$150"	"$300-$400"	"More than $400"	"$100-$200"	"$100-$150"	"No"	"Yes"	"Yes"	"Yes"	"A few times a month"	"A few times a month"	"Domestic"	""	""	"Some secondary school education"	"Asian"	"Cisgender woman"
"446"	96303140	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$400-$500"	"$300-$400"	"Less than $100"	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"A few times a month"	"Domestic"	"Other"	""	"Primary school education"	"Other BIPOC"	"Cisgender man"
"447"	96303146	"I live with roommates."	"Less than $500"	"$50-$100"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"448"	96303152	"I live with roommates."	"$700-$900"	"More than $150"	"$400-$500"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender man"
"449"	96303157	"I live with my parents/guardians."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$300-$400"	"$300-$400"	"$200-$300"	"$150-$200"	"Yes"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Associate's degree"	"Black"	"Cisgender woman"
"450"	96303162	"I live with roommates."	"$1100-$1300"	"$50-$100"	"Less than $200"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"451"	96303174	"I live alone."	"$1100-$1300"	"$50-$100"	"$600-$700"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	"Other"	""	"Bachelor's degree"	NA	"Cisgender man"
"452"	96303191	"I live alone."	"$900-$1100"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Associate's degree"	"Asian"	"Cisgender woman"
"453"	96303200	"I live alone."	"$500-$700"	"$50-$100"	"Less than $200"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Daily"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Hispanic or Latino"	"Cisgender woman"
"454"	96303254	"I live with roommates."	"$700-$900"	"$50-$100"	"Less than $200"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Once in a while"	"Daily"	"International"	""	"Other"	"Master's degree"	"Black"	NA
"455"	96303297	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"More than $1000"	"$300-$400"	"$300-$400"	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Primary school education"	"White"	NA
"456"	96303319	"I live alone."	"More than $1300"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"457"	96303336	"I live with roommates."	"$900-$1100"	"More than $150"	"I don't spend any money on food."	"Less than $100"	"I don't spend any money on health-related fees."	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	NA
"458"	96303424	"I live with roommates."	"$700-$900"	"$50-$100"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"A few times a month"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"White"	NA
"459"	96303428	"I live alone."	"$500-$700"	"More than $150"	"$200-$300"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"460"	96303446	"I live alone."	"More than $1300"	"$50-$100"	"$200-$300"	"$300-$400"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"461"	96303451	"I live alone."	"$700-$900"	"$100-$150"	"Less than $200"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"462"	96303456	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$500-$600"	"Less than $100"	"More than $500"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender man"
"463"	96303467	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$500-$600"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"Once in a while"	"A few times a month"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender man"
"464"	96303471	"I live alone."	"$900-$1100"	"$100-$150"	"$300-$400"	"More than $400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"No"	"Yes"	"Once in a while"	"A few times a week"	"Domestic"	""	""	"Associate's degree"	"Black"	"Cisgender woman"
"465"	96303473	"I live with my parents/guardians."	"I don't spend any money on rent."	"$100-$150"	"Less than $200"	"$300-$400"	"$200-$300"	"Less than $50"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"466"	96303481	"I live alone."	"$1100-$1300"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	NA
"467"	96303521	"I live alone."	"More than $1300"	"$100-$150"	"$600-$700"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"468"	96303544	"I live alone."	"$900-$1100"	"More than $150"	"$300-$400"	"$100-$200"	"Less than $100"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"469"	96303563	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$300-$400"	"$200-$300"	"$100-$200"	"$50-$100"	"No"	"No"	"Yes"	"Yes"	"A few times a week"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"470"	96303570	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$300-$400"	"$300-$400"	"Less than $100"	"Less than $50"	"No"	"Yes"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"471"	96303617	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$700-$800"	"More than $400"	"$200-$300"	"More than $200"	"No"	"No"	"Yes"	"No"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"472"	96303629	"I live with my spouse/partner."	"More than $1300"	"$100-$150"	"$400-$500"	"$200-$300"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"473"	96303658	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$600-$700"	"$200-$300"	"$200-$300"	"$100-$150"	"No"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"474"	96303663	"I live alone."	"More than $1300"	"More than $150"	"$500-$600"	"$300-$400"	"$200-$300"	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"475"	96303681	"I live alone."	"$500-$700"	"Less than $50"	"Less than $200"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	""	"Yes"	"A few times a week"	"A few times a week"	"International"	""	""	"Primary school education"	"Black"	"Cisgender man"
"476"	96303689	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$800-$900"	"More than $400"	"I don't spend any money on health-related fees."	"$150-$200"	"No"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"477"	96303697	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"478"	96303751	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"Less than $200"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"479"	96303780	"I live with roommates."	"$700-$900"	"More than $150"	"$400-$500"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"480"	96303814	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$600-$700"	"$100-$200"	"$300-$400"	"$100-$150"	"No"	"Yes"	"Yes"	"Yes"	"A few times a week"	"Once in a while"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"481"	96303852	"I live with roommates."	"$500-$700"	"Less than $50"	"$200-$300"	"$200-$300"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"482"	96303867	"I live alone."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"$100-$200"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"483"	96303873	"I live with my spouse/partner."	"$1100-$1300"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Once in a while"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"484"	96303931	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"485"	96303959	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$700-$800"	"$200-$300"	"$200-$300"	"$100-$150"	"No"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender woman"
"486"	96303962	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$900-$1000"	"More than $400"	"$300-$400"	"More than $200"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"A few times a month"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender man"
"487"	96304041	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$500-$600"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"No"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"488"	96304062	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$600-$700"	"$300-$400"	"$200-$300"	"More than $200"	"No"	"No"	"Yes"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"489"	96304064	"I live with my spouse/partner."	"$900-$1100"	"$100-$150"	"$600-$700"	"Less than $100"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"International"	""	""	"Some secondary school education"	"Asian"	"Cisgender woman"
